"","note","id","sample.size","sex","category","subcategory","unit","group_name","build","author","year","population","trait","pmid","ontology","rawfile","filename","outfile","nsnp","delimiter","header","mr","chr_col","snp_col","pos_col","ea_col","oa_col","ncontrol_col","beta_col","se_col","pval_col"
"534","name=Dipeptidyl peptidase 2; chr=9; start=137110542; end=137115177; entrez=29952; uniprot=Q9UHL4","prot-c-3608_12_1",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","DPP2",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3608-12_1_one.out.merged.h.tsv.gz","prot-c-3608_12_1.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3608_12_1.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"535","name=Endothelin-converting enzyme 1; chr=1; start=21217247; end=21345504; entrez=1889; uniprot=P42892","prot-c-3611_70_4",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","Endothelin-converting enzyme 1",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3611-70_4_one.out.merged.h.tsv.gz","prot-c-3611_70_4.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3611_70_4.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"536","name=Ephrin type-B receptor 4; chr=7; start=100802565; end=100827521; entrez=2050; uniprot=P54760","prot-c-3612_6_4",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","EphB4",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3612-6_4_one.out.merged.h.tsv.gz","prot-c-3612_6_4.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3612_6_4.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"537","name=Ficolin-1; chr=9; start=134905890; end=134917963; entrez=2219; uniprot=O00602","prot-c-3613_62_5",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","FCN1",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3613-62_5_one.out.merged.h.tsv.gz","prot-c-3613_62_5.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3613_62_5.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"538","name=N-acetylglucosamine-6-sulfatase; chr=12; start=64713445; end=64759447; entrez=2799; uniprot=P15586","prot-c-3616_3_5",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","GNS",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3616-3_5_one.out.merged.h.tsv.gz","prot-c-3616_3_5.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3616_3_5.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"539","name=Hepatocyte growth factor activator; chr=4; start=3441887; end=3449495; entrez=3083; uniprot=Q04756","prot-c-3617_80_4",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","HGFA",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3617-80_4_one.out.merged.h.tsv.gz","prot-c-3617_80_4.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3617_80_4.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"540","name=Interleukin-22 receptor subunit alpha-1; chr=1; start=24119771; end=24143121; entrez=58985; uniprot=Q8N6P7","prot-c-3620_67_5",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","IL22RA1",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3620-67_5_one.out.merged.h.tsv.gz","prot-c-3620_67_5.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3620_67_5.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"541","name=Legumain; chr=14; start=92703807; end=92748702; entrez=5641; uniprot=Q99538","prot-c-3622_33_4",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","LGMN",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3622-33_4_one.out.merged.h.tsv.gz","prot-c-3622_33_4.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3622_33_4.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"542","name=Lymphocyte antigen 86; chr=6; start=6588108; end=6654983; entrez=9450; uniprot=O95711","prot-c-3623_84_4",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","LY86",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3623-84_4_one.out.merged.h.tsv.gz","prot-c-3623_84_4.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3623_84_4.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"543","name=Serine protease 27; chr=16; start=2712418; end=2720551; entrez=83886; uniprot=Q9BQR3","prot-c-3624_3_4",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","Marapsin",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3624-3_4_one.out.merged.h.tsv.gz","prot-c-3624_3_4.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3624_3_4.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"544","name=Membrane metallo-endopeptidase-like 1; chr=1; start=2590639; end=2632990; entrez=79258; uniprot=Q495T6","prot-c-3627_71_4",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","MMEL2",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3627-71_4_one.out.merged.h.tsv.gz","prot-c-3627_71_4.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3627_71_4.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"545","name=Dual specificity mitogen-activated protein kinase kinase 2; chr=19; start=4090321; end=4124129; entrez=5605; uniprot=P36507","prot-c-3628_3_4",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","MP2K2",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3628-3_4_one.out.merged.h.tsv.gz","prot-c-3628_3_4.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3628_3_4.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"546","name=Serine/threonine-protein kinase MRCK beta; chr=14; start=102932379; end=103057462; entrez=9578; uniprot=Q9Y5S2","prot-c-3629_60_4",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","MRCKB",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3629-60_4_one.out.merged.h.tsv.gz","prot-c-3629_60_4.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3629_60_4.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"547","name=Cell adhesion molecule 3; chr=1; start=159171609; end=159203313; entrez=57863; uniprot=Q8N126","prot-c-3630_27_4",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","Nectin-like protein 1",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3630-27_4_one.out.merged.h.tsv.gz","prot-c-3630_27_4.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3630_27_4.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"548","name=Nidogen-2; chr=14; start=52004803; end=52069228; entrez=22795; uniprot=Q14112","prot-c-3633_70_1",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","NID2",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3633-70_1_one.out.merged.h.tsv.gz","prot-c-3633_70_1.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3633_70_1.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"549","name=Opioid-binding protein/cell adhesion molecule; chr=11; start=132414977; end=133532519; entrez=4978; uniprot=Q14982","prot-c-3634_5_4",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","OBCAM",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3634-5_4_one.out.merged.h.tsv.gz","prot-c-3634_5_4.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3634_5_4.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"550","name=OCIA domain-containing protein 1; chr=4; start=48805212; end=48861817; entrez=54940; uniprot=Q9NX40","prot-c-3635_76_4",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","OCAD1",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3635-76_4_one.out.merged.h.tsv.gz","prot-c-3635_76_4.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3635_76_4.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"551","name=Oxidized low-density lipoprotein receptor 1; chr=12; start=10158301; end=10172138; entrez=4973; uniprot=P78380","prot-c-3636_37_4",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","OLR1",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3636-37_4_one.out.merged.h.tsv.gz","prot-c-3636_37_4.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3636_37_4.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"552","name=alpha-2-macroglobulin receptor-associated protein; chr=4; start=3506376; end=3532559; entrez=4043; uniprot=P30533","prot-c-3640_14_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","RAP",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3640-14_3_one.out.merged.h.tsv.gz","prot-c-3640_14_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3640_14_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"553","name=Retinol-binding protein 4; chr=10; start=93591687; end=93601744; entrez=5950; uniprot=P02753","prot-c-3641_49_4",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","RBP",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3641-49_4_one.out.merged.h.tsv.gz","prot-c-3641_49_4.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3641_49_4.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"554","name=SLAM family member 5; chr=1; start=160541095; end=160579516; entrez=8832; uniprot=Q9UIB8","prot-c-3642_4_1",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","SLAF5",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3642-4_1_one.out.merged.h.tsv.gz","prot-c-3642_4_1.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3642_4_1.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"555","name=Dickkopf-like protein 1; chr=19; start=49361783; end=49375116; entrez=27120; uniprot=Q9UK85","prot-c-3644_5_4",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","Soggy-1",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3644-5_4_one.out.merged.h.tsv.gz","prot-c-3644_5_4.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3644_5_4.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"556","name=Tyrosine-protein kinase Tec; chr=4; start=48135783; end=48269864; entrez=7006; uniprot=P42680","prot-c-3646_7_4",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","TEC",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3646-7_4_one.out.merged.h.tsv.gz","prot-c-3646_7_4.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3646_7_4.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"557","name=Toll-like receptor 4:Lymphocyte antigen 96 complex; chr=8|9; start=73991352|117704332; end=74029087|117716871; entrez=7099|23643; uniprot=O00206|Q9Y6Y9","prot-c-3647_49_4",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","TLR4:MD-2 complex",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3647-49_4_one.out.merged.h.tsv.gz","prot-c-3647_49_4.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3647_49_4.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"558","name=Vascular endothelial growth factor receptor 2; chr=4; start=55078477; end=55125589; entrez=3791; uniprot=P35968","prot-c-3651_50_5",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","VEGF sR2",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3651-50_5_one.out.merged.h.tsv.gz","prot-c-3651_50_5.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3651_50_5.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"559","name=BMP-binding endothelial regulator protein; chr=7; start=33904911; end=34155872; entrez=168667; uniprot=Q8N8U9","prot-c-3654_27_4",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","BMPER",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3654-27_4_one.out.merged.h.tsv.gz","prot-c-3654_27_4.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3654_27_4.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"560","name=Cadherin-12; chr=5; start=21750673; end=22853622; entrez=1010; uniprot=P55289","prot-c-3656_9_1",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","Cadherin-12",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3656-9_1_one.out.merged.h.tsv.gz","prot-c-3656_9_1.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3656_9_1.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"561","name=Calcineurin subunit B type 1; chr=2; start=68178857; end=68256237; entrez=5534; uniprot=P63098","prot-c-3657_74_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","Calcineurin B a",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3657-74_3_one.out.merged.h.tsv.gz","prot-c-3657_74_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3657_74_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"562","name=Collectin-12; chr=18; start=316740; end=500722; entrez=81035; uniprot=Q5KU26","prot-c-3665_64_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","COLEC12",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3665-64_3_one.out.merged.h.tsv.gz","prot-c-3665_64_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3665_64_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"563","name=Complement factor H-related protein 5; chr=1; start=196977556; end=197009674; entrez=81494; uniprot=Q9BXR6","prot-c-3666_17_4",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","complement factor H-related 5",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3666-17_4_one.out.merged.h.tsv.gz","prot-c-3666_17_4.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3666_17_4.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"564","name=Cation-independent mannose-6-phosphate receptor; chr=6; start=159969099; end=160113507; entrez=3482; uniprot=P11717","prot-c-3676_15_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","IGF-II receptor",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3676-15_3_one.out.merged.h.tsv.gz","prot-c-3676_15_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3676_15_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"565","name=Kallikrein-14; chr=19; start=51077495; end=51084245; entrez=43847; uniprot=Q9P0G3","prot-c-3681_87_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","kallikrein 14",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3681-87_3_one.out.merged.h.tsv.gz","prot-c-3681_87_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3681_87_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"566","name=Macrophage scavenger receptor types I and II; chr=8; start=16107878; end=16567490; entrez=4481; uniprot=P21757","prot-c-3684_78_3",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","Macrophage scavenger receptor",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3684-78_3_one.out.merged.h.tsv.gz","prot-c-3684_78_3.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3684_78_3.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"567","name=Membrane frizzled-related protein; chr=11; start=119338934; end=119346673; entrez=83552; uniprot=Q9BY79","prot-c-3685_53_1",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","MFRP",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3685-53_1_one.out.merged.h.tsv.gz","prot-c-3685_53_1.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3685_53_1.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"568","name=Immunoglobulin G; chr=14; start=105668113; end=106538344; entrez=3500|3501|3502|3503|50802|3535; uniprot=P01857","prot-c-3700_15_4",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","IgG",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3700-15_4_one.out.merged.h.tsv.gz","prot-c-3700_15_4.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3700_15_4.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"569","name=Serum albumin; chr=4; start=73397114; end=73421412; entrez=213; uniprot=P02768","prot-c-3707_12_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","Albumin",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3707-12_2_one.out.merged.h.tsv.gz","prot-c-3707_12_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3707_12_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"570","name=Alpha-2-macroglobulin; chr=12; start=9067664; end=9116229; entrez=2; uniprot=P01023","prot-c-3708_62_1",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","a2-Macroglobulin",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3708-62_1_one.out.merged.h.tsv.gz","prot-c-3708_62_1.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3708_62_1.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"571","name=Alanine aminotransferase 1; chr=8; start=144502973; end=144507174; entrez=2875; uniprot=P24298","prot-c-3709_4_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","ALT",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3709-4_2_one.out.merged.h.tsv.gz","prot-c-3709_4_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3709_4_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"572","name=Angiostatin; chr=6; start=160702238; end=160753315; entrez=5340; uniprot=P00747","prot-c-3710_49_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","Angiostatin",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3710-49_2_one.out.merged.h.tsv.gz","prot-c-3710_49_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3710_49_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"573","name=Creatine kinase M-type:Creatine kinase B-type heterodimer; chr=14|19; start=103519659|45306414; end=103523111|45322977; entrez=1152|1158; uniprot=P12277|P06732","prot-c-3714_49_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","CK-MB",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3714-49_2_one.out.merged.h.tsv.gz","prot-c-3714_49_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3714_49_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"574","name=Interferon gamma receptor 1; chr=6; start=137197484; end=137219449; entrez=3459; uniprot=P15260","prot-c-3716_63_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","IFN-g R1",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3716-63_2_one.out.merged.h.tsv.gz","prot-c-3716_63_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3716_63_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"575","name=Cyclin-dependent kinase inhibitor 1B; chr=12; start=12715058; end=12722371; entrez=1027; uniprot=P46527","prot-c-3719_2_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","p27Kip1",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3719-2_2_one.out.merged.h.tsv.gz","prot-c-3719_2_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3719_2_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"576","name=Tumor necrosis factor; chr=6; start=31557707; end=31654641; entrez=7124; uniprot=P01375","prot-c-3722_49_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","TNF-a",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3722-49_2_one.out.merged.h.tsv.gz","prot-c-3722_49_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3722_49_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"577","name=Brain natriuretic peptide 32; chr=1; start=11857464; end=11858931; entrez=4879; uniprot=P16860","prot-c-3723_1_2",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","BNP-32",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3723-1_2_one.out.merged.h.tsv.gz","prot-c-3723_1_2.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3723_1_2.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
"578","name=Parathyroid hormone; chr=11; start=13492055; end=13496181; entrez=5741; uniprot=P01270","prot-c-3726_62_4",997,"Males and females","Continuous",NA,"SD","public","HG19/GRCh37","Suhre K",2019,"European","PTH",28240269,"EFO_0007937","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/dl/3726-62_4_one.out.merged.h.tsv.gz","prot-c-3726_62_4.txt.gz","/mnt/storage/private/mrcieu/research/scratch/IGD/data/dev/prot-c-import/ready/prot-c-3726_62_4.txt.gz",501428,"space",TRUE,1,0,1,2,3,4,5,6,7,8
